,base_rate,bank_rate,kospi,cpi,volume,m2,unsold,price
2016-03-07,1.5,4.6,1957.869995,100.56,10472,2299682,5,85.156
2016-03-08,1.5,4.6,1946.119995,100.56,10472,2299682,5,85.167
2016-03-09,1.5,4.6,1952.949951,100.56,10472,2299682,5,85.167
2016-03-10,1.5,4.6,1969.329956,100.56,10472,2299682,5,85.167
2016-03-11,1.5,4.6,1971.410034,100.56,10472,2299682,5,85.167
2016-03-14,1.5,4.6,1972.27002,100.56,10472,2299682,5,85.167
2016-03-15,1.5,4.6,1969.969971,100.56,10472,2299682,5,85.172
2016-03-16,1.5,4.6,1974.900024,100.56,10472,2299682,5,85.172
2016-03-17,1.5,4.6,1987.98999,100.56,10472,2299682,5,85.172
2016-03-18,1.5,4.6,1992.119995,100.56,10472,2299682,5,85.172
2016-03-21,1.5,4.6,1989.76001,100.56,10472,2299682,5,85.172
2016-03-22,1.5,4.6,1996.810059,100.56,10472,2299682,5,85.174
2016-03-23,1.5,4.6,1995.119995,100.56,10472,2299682,5,85.174
2016-03-24,1.5,4.6,1985.969971,100.56,10472,2299682,5,85.174
2016-03-25,1.5,4.6,1983.810059,100.56,10472,2299682,5,85.174
2016-03-28,1.5,4.6,1982.540039,100.56,10472,2299682,5,85.174
2016-03-29,1.5,4.6,1994.910034,100.56,10472,2299682,5,85.187
2016-03-30,1.5,4.6,2002.140015,100.56,10472,2299682,5,85.187
2016-03-31,1.5,4.6,1995.849976,100.56,10472,2299682,5,85.187
2016-04-01,1.5,4.48,1973.569946,100.75,11129,2298306.6,5,85.187
2016-04-04,1.5,4.48,1978.969971,100.75,11129,2298306.6,5,85.187
2016-04-05,1.5,4.48,1962.73999,100.75,11129,2298306.6,5,85.215
2016-04-06,1.5,4.48,1971.319946,100.75,11129,2298306.6,5,85.215
2016-04-07,1.5,4.48,1973.890015,100.75,11129,2298306.6,5,85.215
2016-04-08,1.5,4.48,1972.050049,100.75,11129,2298306.6,5,85.215
2016-04-11,1.5,4.48,1970.369995,100.75,11129,2298306.6,5,85.215
2016-04-12,1.5,4.48,1981.319946,100.75,11129,2298306.6,5,85.237
2016-04-14,1.5,4.48,2015.930054,100.75,11129,2298306.6,5,85.237
2016-04-15,1.5,4.48,2014.709961,100.75,11129,2298306.6,5,85.237
2016-04-18,1.5,4.48,2009.099976,100.75,11129,2298306.6,5,85.237
2016-04-19,1.5,4.48,2011.359985,100.75,11129,2298306.6,5,85.265
2016-04-20,1.5,4.48,2005.829956,100.75,11129,2298306.6,5,85.265
2016-04-21,1.5,4.48,2022.099976,100.75,11129,2298306.6,5,85.265
2016-04-22,1.5,4.48,2015.48999,100.75,11129,2298306.6,5,85.265
2016-04-25,1.5,4.48,2014.550049,100.75,11129,2298306.6,5,85.265
2016-04-26,1.5,4.48,2019.630005,100.75,11129,2298306.6,5,85.29
2016-04-27,1.5,4.48,2015.400024,100.75,11129,2298306.6,5,85.29
2016-04-28,1.5,4.48,2000.930054,100.75,11129,2298306.6,5,85.29
2016-04-29,1.5,4.48,1994.150024,100.75,11129,2298306.6,5,85.29
2016-05-02,1.5,4.48,1978.150024,100.81,13094,2321864.7,5,85.29
2016-05-03,1.5,4.48,1986.410034,100.81,13094,2321864.7,5,85.31
2016-05-04,1.5,4.48,1976.709961,100.81,13094,2321864.7,5,85.31
2016-05-09,1.5,4.48,1967.810059,100.81,13094,2321864.7,5,85.31
2016-05-10,1.5,4.48,1982.5,100.81,13094,2321864.7,5,85.328
2016-05-11,1.5,4.48,1980.099976,100.81,13094,2321864.7,5,85.328
2016-05-12,1.5,4.48,1977.48999,100.81,13094,2321864.7,5,85.328
2016-05-13,1.5,4.48,1966.98999,100.81,13094,2321864.7,5,85.328
2016-05-16,1.5,4.48,1967.910034,100.81,13094,2321864.7,5,85.328
2016-05-17,1.5,4.48,1968.060059,100.81,13094,2321864.7,5,85.352
2016-05-18,1.5,4.48,1956.72998,100.81,13094,2321864.7,5,85.352
2016-05-19,1.5,4.48,1946.780029,100.81,13094,2321864.7,5,85.352
2016-05-20,1.5,4.48,1947.670044,100.81,13094,2321864.7,5,85.352
2016-05-23,1.5,4.48,1955.25,100.81,13094,2321864.7,5,85.352
2016-05-24,1.5,4.48,1937.680054,100.81,13094,2321864.7,5,85.383
2016-05-25,1.5,4.48,1960.51001,100.81,13094,2321864.7,5,85.383
2016-05-26,1.5,4.48,1957.060059,100.81,13094,2321864.7,5,85.383
2016-05-27,1.5,4.48,1969.170044,100.81,13094,2321864.7,5,85.383
2016-05-30,1.5,4.48,1967.130005,100.81,13094,2321864.7,5,85.383
2016-05-31,1.5,4.48,1983.400024,100.81,13094,2321864.7,5,85.41
2016-06-01,1.5,4.29,1982.719971,100.79,14762,2330392.4,5,85.41
2016-06-02,1.5,4.29,1985.109985,100.79,14762,2330392.4,5,85.41
2016-06-03,1.5,4.29,1985.839966,100.79,14762,2330392.4,5,85.41
2016-06-07,1.5,4.29,2011.630005,100.79,14762,2330392.4,5,85.449
2016-06-08,1.5,4.29,2027.079956,100.79,14762,2330392.4,5,85.449
2016-06-09,1.25,4.29,2024.170044,100.79,14762,2330392.4,5,85.449
2016-06-10,1.25,4.29,2017.630005,100.79,14762,2330392.4,5,85.449
2016-06-13,1.25,4.29,1979.060059,100.79,14762,2330392.4,5,85.449
2016-06-14,1.25,4.29,1972.030029,100.79,14762,2330392.4,5,85.489
2016-06-15,1.25,4.29,1968.829956,100.79,14762,2330392.4,5,85.489
2016-06-16,1.25,4.29,1951.98999,100.79,14762,2330392.4,5,85.489
2016-06-17,1.25,4.29,1953.400024,100.79,14762,2330392.4,5,85.489
2016-06-20,1.25,4.29,1981.119995,100.79,14762,2330392.4,5,85.489
2016-06-21,1.25,4.29,1982.699951,100.79,14762,2330392.4,5,85.53
2016-06-22,1.25,4.29,1992.579956,100.79,14762,2330392.4,5,85.53
2016-06-23,1.25,4.29,1986.709961,100.79,14762,2330392.4,5,85.53
2016-06-24,1.25,4.29,1925.23999,100.79,14762,2330392.4,5,85.53
2016-06-27,1.25,4.29,1926.849976,100.79,14762,2330392.4,5,85.53
2016-06-28,1.25,4.29,1936.219971,100.79,14762,2330392.4,5,85.589
2016-06-29,1.25,4.29,1956.359985,100.79,14762,2330392.4,5,85.589
2016-06-30,1.25,4.29,1970.349976,100.79,14762,2330392.4,5,85.589
2016-07-01,1.25,4.24,1987.319946,100.6,17633,2356688.8,5,85.589
2016-07-04,1.25,4.24,1995.300049,100.6,17633,2356688.8,5,85.589
2016-07-05,1.25,4.24,1989.849976,100.6,17633,2356688.8,5,85.637
2016-07-06,1.25,4.24,1953.119995,100.6,17633,2356688.8,5,85.637
2016-07-07,1.25,4.24,1974.079956,100.6,17633,2356688.8,5,85.637
2016-07-08,1.25,4.24,1963.099976,100.6,17633,2356688.8,5,85.637
2016-07-11,1.25,4.24,1988.540039,100.6,17633,2356688.8,5,85.637
2016-07-12,1.25,4.24,1991.22998,100.6,17633,2356688.8,5,85.694
2016-07-13,1.25,4.24,2005.550049,100.6,17633,2356688.8,5,85.694
2016-07-14,1.25,4.24,2008.77002,100.6,17633,2356688.8,5,85.694
2016-07-15,1.25,4.24,2017.26001,100.6,17633,2356688.8,5,85.694
2016-07-18,1.25,4.24,2021.109985,100.6,17633,2356688.8,5,85.694
2016-07-19,1.25,4.24,2016.890015,100.6,17633,2356688.8,5,85.759
2016-07-20,1.25,4.24,2015.459961,100.6,17633,2356688.8,5,85.759
2016-07-21,1.25,4.24,2012.219971,100.6,17633,2356688.8,5,85.759
2016-07-22,1.25,4.24,2010.339966,100.6,17633,2356688.8,5,85.759
2016-07-25,1.25,4.24,2012.319946,100.6,17633,2356688.8,5,85.759
2016-07-26,1.25,4.24,2027.339966,100.6,17633,2356688.8,5,85.825
2016-07-27,1.25,4.24,2025.050049,100.6,17633,2356688.8,5,85.825
2016-07-28,1.25,4.24,2021.099976,100.6,17633,2356688.8,5,85.825
2016-07-29,1.25,4.24,2016.189941,100.6,17633,2356688.8,5,85.825
2016-08-01,1.25,4.24,2029.609985,100.86,16519,2383861.3,5,85.825
2016-08-02,1.25,4.24,2019.030029,100.86,16519,2383861.3,5,85.882
2016-08-03,1.25,4.24,1994.790039,100.86,16519,2383861.3,5,85.882
2016-08-04,1.25,4.24,2000.030029,100.86,16519,2383861.3,5,85.882
2016-08-05,1.25,4.24,2017.939941,100.86,16519,2383861.3,5,85.882
2016-08-08,1.25,4.24,2031.119995,100.86,16519,2383861.3,5,85.882
2016-08-09,1.25,4.24,2043.780029,100.86,16519,2383861.3,5,85.938
2016-08-10,1.25,4.24,2044.640015,100.86,16519,2383861.3,5,85.938
2016-08-11,1.25,4.24,2048.800049,100.86,16519,2383861.3,5,85.938
2016-08-12,1.25,4.24,2050.469971,100.86,16519,2383861.3,5,85.938
2016-08-16,1.25,4.24,2047.76001,100.86,16519,2383861.3,5,86.005
2016-08-17,1.25,4.24,2043.75,100.86,16519,2383861.3,5,86.005
2016-08-18,1.25,4.24,2055.469971,100.86,16519,2383861.3,5,86.005
2016-08-19,1.25,4.24,2056.23999,100.86,16519,2383861.3,5,86.005
2016-08-22,1.25,4.24,2042.160034,100.86,16519,2383861.3,5,86.005
2016-08-23,1.25,4.24,2049.929932,100.86,16519,2383861.3,5,86.077
2016-08-24,1.25,4.24,2043.76001,100.86,16519,2383861.3,5,86.077
2016-08-25,1.25,4.24,2042.920044,100.86,16519,2383861.3,5,86.077
2016-08-26,1.25,4.24,2037.5,100.86,16519,2383861.3,5,86.077
2016-08-29,1.25,4.24,2032.349976,100.86,16519,2383861.3,5,86.077
2016-08-30,1.25,4.24,2039.73999,100.86,16519,2383861.3,5,86.138
2016-08-31,1.25,4.24,2034.650024,100.86,16519,2383861.3,5,86.138
2016-09-01,1.25,4.31,2032.719971,101.46,13637,2386375,5,86.138
2016-09-02,1.25,4.31,2038.310059,101.46,13637,2386375,5,86.138
2016-09-05,1.25,4.31,2060.080078,101.46,13637,2386375,5,86.138
2016-09-06,1.25,4.31,2066.530029,101.46,13637,2386375,5,86.208
2016-09-07,1.25,4.31,2061.879883,101.46,13637,2386375,5,86.208
2016-09-08,1.25,4.31,2063.72998,101.46,13637,2386375,5,86.208
2016-09-09,1.25,4.31,2037.869995,101.46,13637,2386375,5,86.208
2016-09-12,1.25,4.31,1991.47998,101.46,13637,2386375,5,86.208
2016-09-13,1.25,4.31,1999.359985,101.46,13637,2386375,5,86.28
2016-09-19,1.25,4.31,2015.780029,101.46,13637,2386375,5,86.28
2016-09-20,1.25,4.31,2025.709961,101.46,13637,2386375,5,86.388
2016-09-21,1.25,4.31,2035.98999,101.46,13637,2386375,5,86.388
2016-09-22,1.25,4.31,2049.699951,101.46,13637,2386375,5,86.388
2016-09-23,1.25,4.31,2054.070068,101.46,13637,2386375,5,86.388
2016-09-26,1.25,4.31,2047.109985,101.46,13637,2386375,5,86.388
2016-09-27,1.25,4.31,2062.820068,101.46,13637,2386375,5,86.516
2016-09-28,1.25,4.31,2053.060059,101.46,13637,2386375,5,86.516
2016-09-29,1.25,4.31,2068.719971,101.46,13637,2386375,5,86.516
2016-09-30,1.25,4.31,2043.630005,101.46,13637,2386375,5,86.516
2016-10-04,1.25,4.28,2054.860107,101.6,16319,2392816.5,2,86.655
2016-10-05,1.25,4.28,2053,101.6,16319,2392816.5,2,86.655
2016-10-06,1.25,4.28,2065.300049,101.6,16319,2392816.5,2,86.655
2016-10-07,1.25,4.28,2053.800049,101.6,16319,2392816.5,2,86.655
2016-10-10,1.25,4.28,2056.820068,101.6,16319,2392816.5,2,86.655
2016-10-11,1.25,4.28,2031.930054,101.6,16319,2392816.5,2,86.801
2016-10-12,1.25,4.28,2033.72998,101.6,16319,2392816.5,2,86.801
2016-10-13,1.25,4.28,2015.439941,101.6,16319,2392816.5,2,86.801
2016-10-14,1.25,4.28,2022.660034,101.6,16319,2392816.5,2,86.801
2016-10-17,1.25,4.28,2027.609985,101.6,16319,2392816.5,2,86.801
2016-10-18,1.25,4.28,2040.430054,101.6,16319,2392816.5,2,86.941
2016-10-19,1.25,4.28,2040.939941,101.6,16319,2392816.5,2,86.941
2016-10-20,1.25,4.28,2040.599976,101.6,16319,2392816.5,2,86.941
2016-10-21,1.25,4.28,2033,101.6,16319,2392816.5,2,86.941
2016-10-24,1.25,4.28,2047.73999,101.6,16319,2392816.5,2,86.941
2016-10-25,1.25,4.28,2037.170044,101.6,16319,2392816.5,2,87.073
2016-10-26,1.25,4.28,2013.890015,101.6,16319,2392816.5,2,87.073
2016-10-27,1.25,4.28,2024.119995,101.6,16319,2392816.5,2,87.073
2016-10-28,1.25,4.28,2019.420044,101.6,16319,2392816.5,2,87.073
2016-10-31,1.25,4.28,2008.189941,101.6,16319,2392816.5,2,87.073
2016-11-01,1.25,4.35,2007.390015,101.45,13838,2404867,2,87.209
2016-11-02,1.25,4.35,1978.939941,101.45,13838,2404867,2,87.209
2016-11-03,1.25,4.35,1983.800049,101.45,13838,2404867,2,87.209
2016-11-04,1.25,4.35,1982.02002,101.45,13838,2404867,2,87.209
2016-11-07,1.25,4.35,1997.579956,101.45,13838,2404867,2,87.209
2016-11-08,1.25,4.35,2003.380005,101.45,13838,2404867,2,87.318
2016-11-09,1.25,4.35,1958.380005,101.45,13838,2404867,2,87.318
2016-11-10,1.25,4.35,2002.599976,101.45,13838,2404867,2,87.318
2016-11-11,1.25,4.35,1984.430054,101.45,13838,2404867,2,87.318
2016-11-14,1.25,4.35,1974.400024,101.45,13838,2404867,2,87.318
2016-11-15,1.25,4.35,1967.530029,101.45,13838,2404867,2,87.398
2016-11-16,1.25,4.35,1979.650024,101.45,13838,2404867,2,87.398
2016-11-17,1.25,4.35,1980.550049,101.45,13838,2404867,2,87.398
2016-11-18,1.25,4.35,1974.579956,101.45,13838,2404867,2,87.398
2016-11-21,1.25,4.35,1966.050049,101.45,13838,2404867,2,87.398
2016-11-22,1.25,4.35,1983.469971,101.45,13838,2404867,2,87.47
2016-11-23,1.25,4.35,1987.949951,101.45,13838,2404867,2,87.47
2016-11-24,1.25,4.35,1971.26001,101.45,13838,2404867,2,87.47
2016-11-25,1.25,4.35,1974.459961,101.45,13838,2404867,2,87.47
2016-11-28,1.25,4.35,1978.130005,101.45,13838,2404867,2,87.47
2016-11-29,1.25,4.35,1978.390015,101.45,13838,2404867,2,87.506
2016-11-30,1.25,4.35,1983.47998,101.45,13838,2404867,2,87.506
2016-12-01,1.25,4.44,1983.75,101.56,12540,2399741.3,1,87.506
2016-12-02,1.25,4.44,1970.609985,101.56,12540,2399741.3,1,87.506
2016-12-05,1.25,4.44,1963.359985,101.56,12540,2399741.3,1,87.506
2016-12-06,1.25,4.44,1989.859985,101.56,12540,2399741.3,1,87.527
2016-12-07,1.25,4.44,1991.890015,101.56,12540,2399741.3,1,87.527
2016-12-08,1.25,4.44,2031.069946,101.56,12540,2399741.3,1,87.527
2016-12-09,1.25,4.44,2024.689941,101.56,12540,2399741.3,1,87.527
2016-12-12,1.25,4.44,2027.23999,101.56,12540,2399741.3,1,87.527
2016-12-13,1.25,4.44,2035.97998,101.56,12540,2399741.3,1,87.542
2016-12-14,1.25,4.44,2036.869995,101.56,12540,2399741.3,1,87.542
2016-12-15,1.25,4.44,2036.650024,101.56,12540,2399741.3,1,87.542
2016-12-16,1.25,4.44,2042.23999,101.56,12540,2399741.3,1,87.542
2016-12-19,1.25,4.44,2038.390015,101.56,12540,2399741.3,1,87.542
2016-12-20,1.25,4.44,2041.939941,101.56,12540,2399741.3,1,87.551
2016-12-21,1.25,4.44,2037.959961,101.56,12540,2399741.3,1,87.551
2016-12-22,1.25,4.44,2035.72998,101.56,12540,2399741.3,1,87.551
2016-12-23,1.25,4.44,2035.900024,101.56,12540,2399741.3,1,87.551
2016-12-26,1.25,4.44,2037.75,101.56,12540,2399741.3,1,87.551
2016-12-27,1.25,4.44,2042.170044,101.56,12540,2399741.3,1,87.558
2016-12-28,1.25,4.44,2024.48999,101.56,12540,2399741.3,1,87.558
2016-12-29,1.25,4.44,2026.459961,101.56,12540,2399741.3,1,87.558
2017-01-02,1.25,4.51,2026.160034,102.64,7720,2406590.5,1,87.558
2017-01-03,1.25,4.51,2043.969971,102.64,7720,2406590.5,1,87.562
2017-01-04,1.25,4.51,2045.640015,102.64,7720,2406590.5,1,87.562
2017-01-05,1.25,4.51,2041.949951,102.64,7720,2406590.5,1,87.562
2017-01-06,1.25,4.51,2049.120117,102.64,7720,2406590.5,1,87.562
2017-01-09,1.25,4.51,2048.780029,102.64,7720,2406590.5,1,87.562
2017-01-10,1.25,4.51,2045.119995,102.64,7720,2406590.5,1,87.567
2017-01-11,1.25,4.51,2075.169922,102.64,7720,2406590.5,1,87.567
2017-01-12,1.25,4.51,2087.139893,102.64,7720,2406590.5,1,87.567
2017-01-13,1.25,4.51,2076.790039,102.64,7720,2406590.5,1,87.567
2017-01-16,1.25,4.51,2064.169922,102.64,7720,2406590.5,1,87.567
2017-01-17,1.25,4.51,2071.870117,102.64,7720,2406590.5,1,87.57
2017-01-18,1.25,4.51,2070.540039,102.64,7720,2406590.5,1,87.57
2017-01-19,1.25,4.51,2072.790039,102.64,7720,2406590.5,1,87.57
2017-01-20,1.25,4.51,2065.610107,102.64,7720,2406590.5,1,87.57
2017-01-23,1.25,4.51,2065.98999,102.64,7720,2406590.5,1,87.57
2017-01-24,1.25,4.51,2065.76001,102.64,7720,2406590.5,1,87.579
2017-01-25,1.25,4.51,2066.939941,102.64,7720,2406590.5,1,87.579
2017-01-26,1.25,4.51,2083.590088,102.64,7720,2406590.5,1,87.579
2017-01-31,1.25,4.51,2067.570068,102.64,7720,2406590.5,1,87.58
2017-02-01,1.25,4.46,2080.47998,102.92,8064,2427384.9,1,87.58
2017-02-02,1.25,4.46,2071.01001,102.92,8064,2427384.9,1,87.58
2017-02-03,1.25,4.46,2073.159912,102.92,8064,2427384.9,1,87.58
2017-02-06,1.25,4.46,2077.659912,102.92,8064,2427384.9,1,87.58
2017-02-07,1.25,4.46,2075.209961,102.92,8064,2427384.9,1,87.585
2017-02-08,1.25,4.46,2065.080078,102.92,8064,2427384.9,1,87.585
2017-02-09,1.25,4.46,2065.879883,102.92,8064,2427384.9,1,87.585
2017-02-10,1.25,4.46,2075.080078,102.92,8064,2427384.9,1,87.585
2017-02-13,1.25,4.46,2078.649902,102.92,8064,2427384.9,1,87.585
2017-02-14,1.25,4.46,2074.570068,102.92,8064,2427384.9,1,87.592
2017-02-15,1.25,4.46,2083.860107,102.92,8064,2427384.9,1,87.592
2017-02-16,1.25,4.46,2081.840088,102.92,8064,2427384.9,1,87.592
2017-02-17,1.25,4.46,2080.580078,102.92,8064,2427384.9,1,87.592
2017-02-20,1.25,4.46,2084.389893,102.92,8064,2427384.9,1,87.592
2017-02-21,1.25,4.46,2102.929932,102.92,8064,2427384.9,1,87.599
2017-02-22,1.25,4.46,2106.610107,102.92,8064,2427384.9,1,87.599
2017-02-23,1.25,4.46,2107.629883,102.92,8064,2427384.9,1,87.599
2017-02-24,1.25,4.46,2094.120117,102.92,8064,2427384.9,1,87.599
2017-02-27,1.25,4.46,2085.52002,102.92,8064,2427384.9,1,87.599
2017-02-28,1.25,4.46,2091.639893,102.92,8064,2427384.9,1,87.619
2017-03-02,1.25,4.61,2102.649902,102.85,9979,2442723.8,1,87.619
2017-03-03,1.25,4.61,2078.75,102.85,9979,2442723.8,1,87.619
2017-03-06,1.25,4.61,2081.360107,102.85,9979,2442723.8,1,87.619
2017-03-07,1.25,4.61,2094.050049,102.85,9979,2442723.8,1,87.639
2017-03-08,1.25,4.61,2095.409912,102.85,9979,2442723.8,1,87.639
2017-03-09,1.25,4.61,2091.060059,102.85,9979,2442723.8,1,87.639
2017-03-10,1.25,4.61,2097.350098,102.85,9979,2442723.8,1,87.639
2017-03-13,1.25,4.61,2117.590088,102.85,9979,2442723.8,1,87.639
2017-03-14,1.25,4.61,2133.780029,102.85,9979,2442723.8,1,87.674
2017-03-15,1.25,4.61,2133,102.85,9979,2442723.8,1,87.674
2017-03-16,1.25,4.61,2150.080078,102.85,9979,2442723.8,1,87.674
2017-03-17,1.25,4.61,2164.580078,102.85,9979,2442723.8,1,87.674
2017-03-20,1.25,4.61,2157.01001,102.85,9979,2442723.8,1,87.674
2017-03-21,1.25,4.61,2178.379883,102.85,9979,2442723.8,1,87.699
2017-03-22,1.25,4.61,2168.300049,102.85,9979,2442723.8,1,87.699
2017-03-23,1.25,4.61,2172.719971,102.85,9979,2442723.8,1,87.699
2017-03-24,1.25,4.61,2168.949951,102.85,9979,2442723.8,1,87.699
2017-03-27,1.25,4.61,2155.659912,102.85,9979,2442723.8,1,87.699
2017-03-28,1.25,4.61,2163.310059,102.85,9979,2442723.8,1,87.732
2017-03-29,1.25,4.61,2166.97998,102.85,9979,2442723.8,1,87.732
2017-03-30,1.25,4.61,2164.639893,102.85,9979,2442723.8,1,87.732
2017-03-31,1.25,4.61,2160.22998,102.85,9979,2442723.8,1,87.732
2017-04-03,1.25,4.52,2167.51001,102.72,12276,2445586.1,1,87.732
2017-04-04,1.25,4.52,2161.100098,102.72,12276,2445586.1,1,87.792
2017-04-05,1.25,4.52,2160.850098,102.72,12276,2445586.1,1,87.792
2017-04-06,1.25,4.52,2152.75,102.72,12276,2445586.1,1,87.792
2017-04-07,1.25,4.52,2151.72998,102.72,12276,2445586.1,1,87.792
2017-04-10,1.25,4.52,2133.320068,102.72,12276,2445586.1,1,87.792
2017-04-11,1.25,4.52,2123.850098,102.72,12276,2445586.1,1,87.853
2017-04-12,1.25,4.52,2128.909912,102.72,12276,2445586.1,1,87.853
2017-04-13,1.25,4.52,2148.610107,102.72,12276,2445586.1,1,87.853
2017-04-14,1.25,4.52,2134.879883,102.72,12276,2445586.1,1,87.853
2017-04-17,1.25,4.52,2145.76001,102.72,12276,2445586.1,1,87.853
2017-04-18,1.25,4.52,2148.459961,102.72,12276,2445586.1,1,87.936
2017-04-19,1.25,4.52,2138.399902,102.72,12276,2445586.1,1,87.936
2017-04-20,1.25,4.52,2149.149902,102.72,12276,2445586.1,1,87.936
2017-04-21,1.25,4.52,2165.040039,102.72,12276,2445586.1,1,87.936
2017-04-24,1.25,4.52,2173.73999,102.72,12276,2445586.1,1,87.936
2017-04-25,1.25,4.52,2196.850098,102.72,12276,2445586.1,1,88.009
2017-04-26,1.25,4.52,2207.840088,102.72,12276,2445586.1,1,88.009
2017-04-27,1.25,4.52,2209.459961,102.72,12276,2445586.1,1,88.009
2017-04-28,1.25,4.52,2205.439941,102.72,12276,2445586.1,1,88.009
2017-05-02,1.25,4.45,2219.669922,102.83,14593,2454965.1,1,88.076
2017-05-04,1.25,4.45,2241.23999,102.83,14593,2454965.1,1,88.076
2017-05-08,1.25,4.45,2292.76001,102.83,14593,2454965.1,1,88.076
2017-05-10,1.25,4.45,2270.120117,102.83,14593,2454965.1,1,88.17
2017-05-11,1.25,4.45,2296.370117,102.83,14593,2454965.1,1,88.17
2017-05-12,1.25,4.45,2286.02002,102.83,14593,2454965.1,1,88.17
2017-05-15,1.25,4.45,2290.649902,102.83,14593,2454965.1,1,88.17
2017-05-16,1.25,4.45,2295.330078,102.83,14593,2454965.1,1,88.278
2017-05-17,1.25,4.45,2293.080078,102.83,14593,2454965.1,1,88.278
2017-05-18,1.25,4.45,2286.820068,102.83,14593,2454965.1,1,88.278
2017-05-19,1.25,4.45,2288.47998,102.83,14593,2454965.1,1,88.278
2017-05-22,1.25,4.45,2304.030029,102.83,14593,2454965.1,1,88.278
2017-05-23,1.25,4.45,2311.73999,102.83,14593,2454965.1,1,88.396
2017-05-24,1.25,4.45,2317.340088,102.83,14593,2454965.1,1,88.396
2017-05-25,1.25,4.45,2342.929932,102.83,14593,2454965.1,1,88.396
2017-05-26,1.25,4.45,2355.300049,102.83,14593,2454965.1,1,88.396
2017-05-29,1.25,4.45,2352.969971,102.83,14593,2454965.1,1,88.396
2017-05-30,1.25,4.45,2343.679932,102.83,14593,2454965.1,1,88.537
2017-05-31,1.25,4.45,2347.379883,102.83,14593,2454965.1,1,88.537
2017-06-01,1.25,4.41,2344.610107,102.61,19044,2458990.5,1,88.537
2017-06-02,1.25,4.41,2371.719971,102.61,19044,2458990.5,1,88.537
2017-06-05,1.25,4.41,2368.620117,102.61,19044,2458990.5,1,88.537
2017-06-07,1.25,4.41,2360.139893,102.61,19044,2458990.5,1,88.657
2017-06-08,1.25,4.41,2363.570068,102.61,19044,2458990.5,1,88.657
2017-06-09,1.25,4.41,2381.689941,102.61,19044,2458990.5,1,88.657
2017-06-12,1.25,4.41,2357.870117,102.61,19044,2458990.5,1,88.657
2017-06-13,1.25,4.41,2374.699951,102.61,19044,2458990.5,1,88.802
2017-06-14,1.25,4.41,2372.639893,102.61,19044,2458990.5,1,88.802
2017-06-15,1.25,4.41,2361.649902,102.61,19044,2458990.5,1,88.802
2017-06-16,1.25,4.41,2361.830078,102.61,19044,2458990.5,1,88.802
2017-06-19,1.25,4.41,2370.899902,102.61,19044,2458990.5,1,88.802
2017-06-20,1.25,4.41,2369.22998,102.61,19044,2458990.5,1,88.933
2017-06-21,1.25,4.41,2357.530029,102.61,19044,2458990.5,1,88.933
2017-06-22,1.25,4.41,2370.370117,102.61,19044,2458990.5,1,88.933
2017-06-23,1.25,4.41,2378.600098,102.61,19044,2458990.5,1,88.933
2017-06-26,1.25,4.41,2388.659912,102.61,19044,2458990.5,1,88.933
2017-06-27,1.25,4.41,2391.949951,102.61,19044,2458990.5,1,89.058
2017-06-28,1.25,4.41,2382.560059,102.61,19044,2458990.5,1,89.058
2017-06-29,1.25,4.41,2395.659912,102.61,19044,2458990.5,1,89.058
2017-06-30,1.25,4.41,2391.790039,102.61,19044,2458990.5,1,89.058
2017-07-03,1.25,4.44,2394.47998,102.78,18541,2476847.7,1,89.058
2017-07-04,1.25,4.44,2380.52002,102.78,18541,2476847.7,1,89.199
2017-07-05,1.25,4.44,2388.350098,102.78,18541,2476847.7,1,89.199
2017-07-06,1.25,4.44,2387.810059,102.78,18541,2476847.7,1,89.199
2017-07-07,1.25,4.44,2379.870117,102.78,18541,2476847.7,1,89.199
2017-07-10,1.25,4.44,2382.100098,102.78,18541,2476847.7,1,89.199
2017-07-11,1.25,4.44,2396,102.78,18541,2476847.7,1,89.339
2017-07-12,1.25,4.44,2391.77002,102.78,18541,2476847.7,1,89.339
2017-07-13,1.25,4.44,2409.48999,102.78,18541,2476847.7,1,89.339
2017-07-14,1.25,4.44,2414.629883,102.78,18541,2476847.7,1,89.339
2017-07-17,1.25,4.44,2425.100098,102.78,18541,2476847.7,1,89.339
2017-07-18,1.25,4.44,2426.040039,102.78,18541,2476847.7,1,89.534
2017-07-19,1.25,4.44,2429.939941,102.78,18541,2476847.7,1,89.534
2017-07-20,1.25,4.44,2441.840088,102.78,18541,2476847.7,1,89.534
2017-07-21,1.25,4.44,2450.060059,102.78,18541,2476847.7,1,89.534
2017-07-24,1.25,4.44,2451.530029,102.78,18541,2476847.7,1,89.534
2017-07-25,1.25,4.44,2439.899902,102.78,18541,2476847.7,1,89.75
2017-07-26,1.25,4.44,2434.51001,102.78,18541,2476847.7,1,89.75
2017-07-27,1.25,4.44,2443.23999,102.78,18541,2476847.7,1,89.75
2017-07-28,1.25,4.44,2400.98999,102.78,18541,2476847.7,1,89.75
2017-07-31,1.25,4.44,2402.709961,102.78,18541,2476847.7,1,89.75
2017-08-01,1.25,3.78,2422.959961,103.37,22647,2487145.7,1,89.745
2017-08-02,1.25,3.78,2427.629883,103.37,22647,2487145.7,1,89.745
2017-08-03,1.25,3.78,2386.850098,103.37,22647,2487145.7,1,89.745
2017-08-04,1.25,3.78,2395.449951,103.37,22647,2487145.7,1,89.745
